,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
36,36.0,4.0,403681.0,0.0,13.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
37,22.0,0.0,248446.0,14.0,3.0,2.0,11.0,3.0,0.0,1.0,0.0,0.0,50.0,31.0,<=50K
38,17.0,0.0,269430.0,12.0,6.0,2.0,7.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
39,20.0,0.0,257509.0,3.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
40,65.0,0.0,136384.0,10.0,14.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,>50K
41,44.0,2.0,120277.0,6.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
42,36.0,0.0,465326.0,3.0,9.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
43,29.0,0.0,103634.0,2.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
44,20.0,5.0,138371.0,1.0,10.0,2.0,9.0,1.0,0.0,1.0,0.0,0.0,32.0,0.0,<=50K
45,28.0,0.0,242832.0,6.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,>50K
46,39.0,0.0,290208.0,8.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,20.0,<=50K
47,54.0,0.0,186272.0,1.0,10.0,0.0,10.0,2.0,0.0,1.0,3908.0,0.0,50.0,0.0,<=50K
48,52.0,0.0,201062.0,2.0,7.0,3.0,11.0,3.0,4.0,0.0,0.0,0.0,18.0,0.0,<=50K
49,56.0,2.0,131916.0,3.0,9.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
50,18.0,0.0,54440.0,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
51,39.0,0.0,280215.0,3.0,9.0,1.0,6.0,1.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
52,21.0,0.0,214399.0,1.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,1721.0,24.0,0.0,<=50K
53,22.0,0.0,54164.0,3.0,9.0,2.0,2.0,3.0,0.0,1.0,14084.0,0.0,60.0,0.0,>50K
54,38.0,0.0,219446.0,7.0,5.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,54.0,20.0,<=50K
55,21.0,0.0,110677.0,1.0,10.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
56,63.0,0.0,145985.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
57,34.0,4.0,382078.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,3103.0,0.0,50.0,0.0,>50K
58,42.0,2.0,170721.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,5178.0,0.0,50.0,0.0,>50K
59,33.0,0.0,269705.0,3.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
60,30.0,0.0,101135.0,0.0,13.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
61,39.0,0.0,118429.0,1.0,10.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
62,26.0,0.0,31208.0,10.0,14.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
63,33.0,0.0,281384.0,3.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
64,47.0,4.0,171807.0,3.0,9.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
65,41.0,0.0,109912.0,0.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,,<=50K
66,41.0,2.0,445382.0,5.0,12.0,0.0,1.0,2.0,0.0,1.0,15024.0,0.0,60.0,0.0,>50K
67,19.0,0.0,105460.0,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
68,46.0,0.0,170338.0,3.0,9.0,3.0,10.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
69,43.0,0.0,102606.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,48.0,0.0,<=50K
70,55.0,0.0,323887.0,1.0,10.0,0.0,4.0,2.0,0.0,1.0,15024.0,0.0,45.0,0.0,>50K
71,46.0,0.0,175622.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
72,30.0,0.0,229636.0,3.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,40.0,20.0,<=50K
73,21.0,0.0,388946.0,1.0,10.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
74,46.0,0.0,269034.0,1.0,10.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,40.0,24.0,<=50K
75,17.0,,165361.0,12.0,6.0,2.0,,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
76,41.0,0.0,75012.0,3.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
77,69.0,2.0,174379.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
78,50.0,0.0,312477.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
79,20.0,0.0,72055.0,1.0,10.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
80,45.0,2.0,67001.0,1.0,10.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
81,23.0,0.0,213734.0,0.0,13.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
82,24.0,0.0,83141.0,1.0,10.0,3.0,2.0,3.0,0.0,1.0,0.0,1876.0,40.0,0.0,<=50K
83,44.0,2.0,223881.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,99999.0,0.0,50.0,,>50K
84,31.0,1.0,113752.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
85,43.0,0.0,170482.0,3.0,9.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,44.0,0.0,<=50K
86,20.0,3.0,244689.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,<=50K
87,55.0,0.0,160631.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,56.0,0.0,>50K
88,24.0,3.0,228724.0,1.0,10.0,2.0,13.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
89,41.0,,38434.0,10.0,14.0,0.0,,0.0,0.0,0.0,7688.0,0.0,10.0,0.0,>50K
90,59.0,0.0,292946.0,0.0,13.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,<=50K
91,49.0,3.0,77443.0,8.0,4.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,20.0,0.0,<=50K
92,33.0,0.0,176410.0,10.0,14.0,0.0,5.0,0.0,0.0,0.0,5178.0,0.0,10.0,0.0,>50K
93,59.0,3.0,98984.0,0.0,13.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
94,34.0,0.0,198751.0,10.0,14.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,40.0,0.0,<=50K
95,20.0,0.0,479296.0,3.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
96,25.0,0.0,235218.0,0.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
97,49.0,0.0,164877.0,12.0,6.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
98,59.0,0.0,272087.0,3.0,9.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
99,20.0,0.0,169699.0,3.0,9.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
100,51.0,,189762.0,1.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,0.0,<=50K
101,33.0,0.0,202191.0,1.0,10.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,35.0,0.0,<=50K
102,22.0,0.0,212261.0,1.0,10.0,2.0,10.0,1.0,4.0,1.0,0.0,0.0,39.0,0.0,<=50K
103,58.0,1.0,301568.0,7.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
104,52.0,4.0,155233.0,3.0,9.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,28.0,0.0,<=50K
105,36.0,0.0,75826.0,12.0,6.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
106,41.0,4.0,201520.0,3.0,9.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
107,28.0,0.0,154236.0,3.0,9.0,2.0,10.0,1.0,0.0,1.0,2597.0,0.0,40.0,0.0,<=50K
108,19.0,0.0,289227.0,1.0,10.0,2.0,6.0,1.0,4.0,1.0,0.0,0.0,16.0,0.0,<=50K
109,18.0,0.0,217439.0,3.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,<=50K
110,18.0,0.0,179020.0,3.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,<=50K
111,28.0,0.0,149624.0,1.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
112,29.0,0.0,337266.0,6.0,11.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
113,20.0,,30796.0,3.0,9.0,2.0,,1.0,0.0,0.0,0.0,0.0,20.0,0.0,<=50K
114,40.0,0.0,103541.0,1.0,10.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
115,26.0,0.0,206721.0,3.0,9.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
116,46.0,0.0,96773.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
117,23.0,0.0,200967.0,2.0,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,<=50K
118,44.0,0.0,180019.0,3.0,9.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
119,43.0,0.0,179866.0,0.0,13.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,>50K
120,31.0,4.0,198770.0,0.0,13.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,60.0,0.0,<=50K
121,18.0,0.0,219256.0,1.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,<=50K
122,19.0,0.0,248730.0,1.0,10.0,2.0,12.0,1.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
123,41.0,0.0,110732.0,1.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
124,41.0,0.0,181020.0,3.0,9.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
125,69.0,0.0,183791.0,3.0,9.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,<=50K
126,48.0,3.0,42972.0,13.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,>50K
127,28.0,0.0,134813.0,3.0,9.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
128,27.0,1.0,115438.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,60.0,22.0,>50K
129,41.0,0.0,239296.0,10.0,14.0,0.0,5.0,2.0,0.0,1.0,0.0,2415.0,50.0,0.0,>50K
130,41.0,0.0,428420.0,1.0,10.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
131,24.0,0.0,247846.0,3.0,9.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
132,20.0,,334105.0,3.0,9.0,2.0,,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
133,42.0,2.0,100793.0,13.0,16.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,41.0,0.0,>50K
134,57.0,0.0,244478.0,3.0,9.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,48.0,0.0,<=50K
135,30.0,0.0,142921.0,5.0,12.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
136,36.0,0.0,182863.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,>50K
137,49.0,0.0,171128.0,8.0,4.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
138,33.0,0.0,145402.0,3.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,<=50K
139,23.0,0.0,306309.0,12.0,6.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
140,46.0,0.0,83822.0,10.0,14.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
141,18.0,0.0,262118.0,1.0,10.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,22.0,5.0,<=50K
142,40.0,0.0,155972.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,7688.0,0.0,55.0,0.0,>50K
143,43.0,2.0,214503.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,0.0,1887.0,45.0,0.0,>50K
144,34.0,0.0,159303.0,10.0,14.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
145,47.0,1.0,174995.0,3.0,9.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
146,44.0,0.0,26669.0,6.0,11.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,<=50K
147,33.0,0.0,177727.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
148,55.0,0.0,124771.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,15024.0,0.0,50.0,0.0,>50K
149,19.0,0.0,456736.0,3.0,9.0,2.0,3.0,3.0,0.0,1.0,2907.0,0.0,30.0,0.0,<=50K
150,28.0,0.0,216604.0,1.0,10.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,14.0,0.0,<=50K
151,27.0,0.0,221561.0,2.0,7.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,32.0,0.0,<=50K
152,50.0,0.0,114564.0,8.0,4.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
153,22.0,0.0,315476.0,2.0,7.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
154,40.0,5.0,67874.0,0.0,13.0,0.0,8.0,2.0,0.0,1.0,0.0,1887.0,45.0,0.0,>50K
155,25.0,0.0,126110.0,1.0,10.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
156,26.0,4.0,102264.0,3.0,9.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
157,22.0,0.0,537222.0,0.0,13.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,25.0,0.0,<=50K
158,42.0,0.0,113732.0,1.0,10.0,2.0,6.0,5.0,4.0,0.0,0.0,625.0,40.0,0.0,<=50K
159,38.0,2.0,93225.0,0.0,13.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
160,55.0,0.0,43064.0,2.0,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,30.0,0.0,<=50K
161,32.0,0.0,136921.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
162,22.0,0.0,388885.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
163,29.0,0.0,142249.0,0.0,13.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
164,46.0,5.0,56841.0,10.0,14.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
165,31.0,0.0,156493.0,1.0,10.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
166,58.0,1.0,159021.0,13.0,16.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,16.0,0.0,>50K
167,42.0,0.0,190910.0,3.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
168,18.0,0.0,41879.0,3.0,9.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0,25.0,0.0,<=50K
169,58.0,4.0,137249.0,3.0,9.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,33.0,0.0,<=50K
170,54.0,0.0,236157.0,3.0,9.0,0.0,5.0,2.0,0.0,1.0,0.0,1887.0,40.0,0.0,>50K
171,34.0,0.0,189759.0,10.0,14.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
172,26.0,0.0,239877.0,0.0,13.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
173,61.0,0.0,21175.0,9.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,60.0,0.0,<=50K
174,48.0,4.0,67229.0,10.0,14.0,3.0,8.0,5.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
175,36.0,0.0,236391.0,1.0,10.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,>50K
176,24.0,0.0,325596.0,6.0,11.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
177,40.0,0.0,83411.0,1.0,10.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,37.0,0.0,<=50K
178,33.0,2.0,154227.0,3.0,9.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,>50K
179,37.0,0.0,248010.0,1.0,10.0,0.0,7.0,2.0,0.0,1.0,0.0,1887.0,40.0,0.0,>50K
180,34.0,0.0,198613.0,10.0,14.0,2.0,4.0,1.0,0.0,1.0,4650.0,0.0,40.0,0.0,<=50K
181,56.0,2.0,321529.0,1.0,10.0,0.0,4.0,2.0,0.0,1.0,15024.0,0.0,40.0,0.0,>50K
182,28.0,,168524.0,3.0,9.0,0.0,,1.0,0.0,0.0,0.0,0.0,38.0,0.0,>50K
183,37.0,0.0,203079.0,0.0,13.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,<=50K
184,44.0,0.0,284652.0,3.0,9.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,40.0,0.0,<=50K
185,64.0,,201368.0,1.0,10.0,0.0,,2.0,0.0,1.0,0.0,0.0,8.0,0.0,<=50K
186,54.0,0.0,59840.0,3.0,9.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
187,23.0,0.0,52753.0,3.0,9.0,2.0,7.0,3.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
188,34.0,5.0,513100.0,0.0,13.0,5.0,9.0,3.0,4.0,1.0,0.0,0.0,40.0,,<=50K
189,22.0,0.0,199266.0,3.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,45.0,0.0,<=50K
190,33.0,0.0,196385.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,1977.0,40.0,0.0,>50K
191,39.0,0.0,163205.0,0.0,13.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,50.0,0.0,>50K
192,47.0,0.0,411047.0,1.0,10.0,1.0,8.0,3.0,4.0,0.0,0.0,0.0,37.0,0.0,<=50K
193,79.0,,48574.0,8.0,4.0,4.0,,3.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
194,26.0,0.0,209440.0,3.0,9.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,55.0,0.0,<=50K
195,31.0,0.0,56964.0,1.0,10.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
196,44.0,0.0,299197.0,1.0,10.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
197,42.0,2.0,240628.0,4.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,>50K
198,19.0,0.0,355313.0,3.0,9.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
199,27.0,0.0,132267.0,3.0,9.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
200,51.0,4.0,174861.0,1.0,10.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
201,28.0,2.0,142443.0,0.0,13.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,<=50K
202,57.0,0.0,26716.0,0.0,13.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,45.0,0.0,<=50K
203,45.0,4.0,185588.0,0.0,13.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,<=50K
204,50.0,0.0,175029.0,6.0,11.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,>50K
205,34.0,2.0,34848.0,0.0,13.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,54.0,0.0,<=50K
206,45.0,0.0,411273.0,8.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,40.0,0.0,<=50K
207,73.0,4.0,143437.0,3.0,9.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,20.0,0.0,<=50K
208,34.0,0.0,357145.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,>50K
209,31.0,0.0,236861.0,1.0,10.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,55.0,0.0,>50K
210,19.0,0.0,53355.0,2.0,7.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,12.0,0.0,<=50K
211,25.0,0.0,29106.0,1.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,<=50K
212,38.0,3.0,213274.0,6.0,11.0,1.0,1.0,5.0,0.0,0.0,6497.0,0.0,40.0,0.0,<=50K
213,39.0,0.0,22463.0,0.0,13.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
214,23.0,0.0,180497.0,0.0,13.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,32.0,0.0,<=50K
215,49.0,0.0,37306.0,3.0,9.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,40.0,0.0,<=50K
216,33.0,3.0,137814.0,3.0,9.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,32.0,0.0,<=50K
217,21.0,0.0,447488.0,14.0,3.0,2.0,7.0,4.0,0.0,1.0,0.0,0.0,38.0,20.0,<=50K
